neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
14,1,30,350,1,230
71,5,15,0,1,100
56,0,4,0,1,79
15,11,15,179,1,79
15,18,2,0,0,60
152,403,1,26,0,80
43,6,2,285,1,230
75,4,2,313,1,160
21,10,2,112,1,300
31,2,30,230,0,61
12,6,2,176,1,175
25,1,13,12,0,56
21,12,3,12,1,100
56,1,2,0,1,160
5,11,2,90,1,160
7,3,1,0,1,135
43,0,29,361,1,137
52,21,2,268,0,99
6,10,28,310,0,45
29,2,2,0,0,99
29,24,1,0,1,550
140,0,1,362,1,258
19,0,3,0,0,150
14,2,3,35,1,240
28,40,1,324,0,114
2,1,2,90,0,86
25,44,3,37,0,55
79,12,2,41,0,50
14,7,1,87,0,140
14,36,3,293,1,199
19,22,5,6,1,150
8,0,30,90,0,75
1,2,3,365,0,1599
6,248,2,11,1,135
21,1,1,0,0,38
79,10,1,71,0,50
3,1,7,0,0,45
1,25,2,19,0,150
6,136,5,254,1,120
106,2,2,309,1,150
56,0,1,177,0,95
12,6,6,20,1,120
23,0,1,161,0,159
34,1,6,0,1,70
12,0,7,0,0,66
2,1,10,0,0,120
49,1,1,0,0,100
19,64,2,74,0,110
21,3,3,0,0,90
100,119,1,61,1,65
12,2,3,0,1,130
28,0,2,0,1,115
21,8,3,0,0,70
62,0,1,88,1,150
30,1,3,3,0,145
2,25,2,30,0,65
16,3,4,0,1,245
9,13,1,164,0,89
2,0,1,0,0,80
28,22,30,294,2,45
39,1,1,173,0,90
5,8,1,93,1,299
26,5,29,2,1,185
1,0,2,143,0,913
43,11,2,312,1,214
6,3,4,0,1,92
12,1,1,0,0,75
10,143,1,22,0,69
44,42,1,5,0,89
6,14,3,0,0,85
6,18,4,0,1,145
1,13,3,0,0,100
12,0,30,0,1,99
14,4,2,0,1,150
2,40,2,141,0,95
6,34,1,0,1,120
24,0,2,0,0,50
6,0,3,357,1,450
183,76,1,65,1,65
12,1,1,0,1,200
1,7,1,0,0,350
11,86,3,246,1,170
25,0,480,365,1,199
15,4,5,0,1,135
45,2,4,0,0,55
6,168,3,317,1,100
28,0,1,0,1,1000
63,6,2,6,0,59
111,3,1,357,0,45
15,2,2,0,1,180
20,31,4,24,1,155
11,8,4,21,1,300
56,48,1,351,0,59
21,1,5,169,0,65
22,0,5,358,0,150
44,71,5,100,0,56
2,98,1,204,0,72
26,2,5,0,0,140
145,0,30,312,0,52
106,0,1,81,1,120
13,11,2,0,1,150
48,42,2,70,1,265
18,2,2,0,1,95
12,20,2,0,1,104
59,11,2,365,2,60
12,36,30,342,1,145
154,0,1,33,1,85
22,0,1,70,0,52
8,5,30,181,1,190
52,146,2,264,1,200
12,6,3,4,1,150
80,1,1,0,1,110
43,86,1,161,0,109
6,12,4,0,1,90
24,9,3,0,1,95
2,1,1,0,1,70
54,39,1,141,1,90
7,3,2,179,1,199
4,5,3,0,0,90
12,0,4,0,0,95
20,31,2,12,1,174
2,1,1,6,1,70
28,28,3,364,0,100
19,30,2,34,1,199
51,1,10,0,0,40
52,11,5,45,1,850
1,12,4,0,1,160
8,0,4,0,1,135
18,13,1,233,0,39
24,1,2,0,2,75
30,11,1,31,0,80
8,2,7,14,1,167
30,1,30,0,0,35
21,32,1,77,1,99
67,0,10,0,2,25
6,2,2,0,0,47
20,48,6,43,0,92
8,25,5,70,1,165
12,24,2,14,1,144
12,3,1,0,0,50
144,0,2,84,0,33
12,72,10,42,0,110
57,19,1,332,1,155
73,3,5,97,0,59
152,341,1,25,0,50
12,0,1,0,1,146
33,3,7,0,1,90
19,134,3,23,0,130
12,130,3,0,0,80
130,0,7,0,1,700
19,11,2,0,1,299
19,0,3,91,0,180
13,135,3,192,0,80
2,29,2,0,1,150
49,0,18,0,1,125
20,36,3,58,1,139
160,243,1,281,0,85
49,25,6,307,0,45
81,67,1,173,0,85
32,3,2,0,1,75
103,17,1,0,1,135
21,3,6,13,0,50
45,0,15,0,0,45
46,4,1,356,0,150
14,27,1,90,1,500
24,3,2,0,1,106
34,2,5,0,1,63
6,13,2,116,1,206
6,89,2,139,1,135
24,9,1,89,1,44
124,17,1,157,0,65
21,2,5,139,0,65
101,0,1,360,0,100
71,0,29,365,1,227
28,1,30,283,1,290
12,30,3,364,0,70
7,8,2,0,0,100
1,5,3,230,1,737
169,11,1,121,0,40
72,1,3,341,0,85
21,0,2,5,0,70
71,1,30,363,1,239
29,10,5,0,1,100
19,84,1,310,0,125
16,47,3,55,1,195
29,135,2,151,1,180
6,5,1,0,1,100
6,0,3,0,0,40
56,142,1,115,0,50
90,54,30,288,0,70
14,0,1,359,0,159
6,3,5,0,0,75
107,1,7,0,0,100
64,18,3,0,1,375
39,58,3,97,0,45
14,2,180,263,0,65
6,40,3,170,1,150
30,1,2,0,0,50
12,15,3,158,1,165
59,10,1,0,1,175
6,90,2,202,1,100
11,3,30,365,1,250
1,1,30,0,1,160
20,16,2,274,2,35
142,0,1,188,0,40
19,0,7,0,1,390
7,44,1,199,2,65
7,67,2,67,1,110
12,0,1,0,0,120
28,2,2,0,1,180
31,0,30,215,0,41
8,16,1,0,1,150
7,101,1,365,0,135
15,22,30,171,1,400
2,12,2,184,0,150
16,133,1,230,0,85
13,72,2,290,1,180
19,1,1,0,1,206
14,0,3,0,1,395
23,9,3,188,1,190
15,14,2,13,1,215
30,0,70,37,1,80
6,0,3,0,1,165
117,114,2,217,1,78
14,8,1,0,0,200
87,61,1,361,0,30
1,10,3,225,1,380
11,4,4,127,1,199
113,2,2,6,0,111
12,4,4,0,0,85
6,113,1,59,1,85
117,56,2,42,0,60
21,1,1,0,0,44
6,181,2,280,1,180
15,1,30,94,0,64
21,12,2,0,0,60
19,9,1,0,1,297
21,1,1,1,0,30
14,0,30,307,1,164
5,0,30,365,1,279
48,1,10,57,1,185
21,5,15,0,0,47
26,0,3,19,1,850
12,1,3,0,1,200
6,5,1,0,0,47
6,52,2,18,1,89
19,1,5,0,1,175
22,3,3,73,1,100
15,10,1,0,0,70
26,10,2,256,0,125
12,169,3,277,1,325
21,9,1,365,2,50
4,3,5,0,0,40
68,0,1,0,0,200
7,318,1,0,0,99
28,16,4,0,1,160
12,7,2,0,0,75
15,65,2,308,1,124
25,15,15,238,0,79
3,127,2,236,1,170
6,0,4,0,0,45
24,25,1,42,0,55
2,3,2,17,1,118
116,1,2,340,1,80
13,4,8,0,1,150
90,16,1,134,0,75
76,3,7,0,0,69
68,25,9,8,1,186
19,49,9,116,1,230
23,20,2,0,0,98
25,80,3,69,1,120
22,0,7,0,1,80
79,7,1,84,0,60
25,5,1,66,0,65
21,4,1,0,0,30
10,3,3,5,0,90
28,58,2,9,1,100
1,0,4,270,1,295
6,13,5,3,0,75
117,8,2,27,1,85
100,83,2,0,1,80
81,77,3,22,1,83
21,5,2,0,0,50
43,24,13,166,0,59
103,9,2,0,0,90
21,2,2,0,0,50
14,6,2,66,1,162
73,5,1,85,0,50
52,0,5,229,1,500
20,1,7,0,1,120
4,111,4,99,1,150
54,10,1,365,0,75
29,13,30,319,1,250
21,4,3,0,0,60
15,3,5,20,1,95
31,36,2,52,0,45
34,30,30,67,1,400
6,9,2,128,0,81
34,91,4,0,0,70
7,0,3,365,0,180
2,7,2,0,0,55
1,0,30,249,1,159
45,93,3,246,0,122
4,0,2,171,0,90
14,0,3,252,1,195
22,2,30,0,0,38
30,2,1,0,1,200
54,0,2,27,0,80
6,9,1,88,2,35
43,3,2,303,1,194
19,0,3,0,1,300
19,1,1,365,1,190
19,5,2,0,1,250
160,1,5,365,2,30
2,0,5,364,0,70
49,2,2,0,1,120
124,31,2,62,1,125
20,5,2,7,1,200
2,18,2,72,0,99
4,61,1,45,0,60
2,1,7,43,1,73
1,0,7,281,1,600
19,3,30,84,0,61
4,2,30,352,0,75
1,197,2,207,1,325
23,0,7,0,0,100
15,2,7,95,0,115
12,2,2,0,0,80
8,0,1,0,0,110
19,0,1,0,1,3750
22,28,3,54,0,40
12,28,2,271,1,207
15,3,1,0,0,44
4,315,1,76,0,100
16,176,3,0,1,175
21,0,7,0,1,117
21,0,3,15,0,70
7,123,2,261,1,177
2,229,3,312,2,45
27,38,1,151,0,129
21,0,30,365,2,49
0,12,2,220,0,60
56,19,2,0,1,119
21,0,5,152,1,128
98,47,2,0,1,65
43,3,7,20,1,180
21,10,3,0,0,55
6,1,7,0,0,60
6,5,7,0,1,200
2,50,1,265,1,225
12,8,3,3,0,60
2,0,14,0,0,75
16,12,2,13,1,450
4,43,1,0,0,95
21,71,2,3,0,49
21,80,2,3,0,75
22,41,2,0,1,95
5,0,5,233,1,250
15,0,50,225,1,100
28,14,1,326,0,132
21,0,30,365,0,40
13,12,2,71,1,160
1,0,1,0,1,149
44,1,30,163,0,45
83,46,1,30,0,60
24,9,5,0,1,60
6,0,4,0,0,41
19,2,3,0,0,200
29,8,2,3,1,175
2,5,3,0,0,50
7,3,1,0,1,150
6,9,2,301,1,130
95,41,2,353,0,65
14,20,6,0,0,110
12,1,1,0,0,75
1,5,30,290,1,140
28,3,1,0,1,90
8,10,30,342,0,47
21,0,1,0,0,120
80,6,5,188,0,38
21,8,5,100,0,65
1,3,2,364,1,2000
1,7,2,0,1,210
30,7,2,0,0,70
129,16,2,330,0,40
12,4,1,0,1,200
26,0,30,253,0,57
27,125,2,340,0,135
79,0,7,362,0,120
21,112,3,330,0,75
21,2,9,0,0,40
6,6,1,68,1,160
22,12,2,0,0,40
21,0,30,327,0,50
21,0,4,0,0,80
3,11,4,365,0,165
7,5,30,333,1,130
27,3,2,0,1,132
76,13,3,118,1,113
12,14,2,32,0,95
6,0,32,85,0,45
89,81,5,155,1,75
14,1,1,160,0,199
22,0,2,10,1,90
28,7,30,312,1,117
12,3,1,0,0,65
124,9,1,48,0,83
162,16,2,365,2,27
6,33,2,201,0,75
2,5,3,0,1,115
71,9,1,9,0,195
12,9,2,0,1,200
79,1,10,90,1,130
12,31,1,13,0,80
54,15,1,48,1,115
12,1,1,64,1,250
19,5,100,7,1,87
10,137,2,250,1,218
21,55,2,346,0,46
28,2,30,197,1,109
8,11,21,177,0,40
6,0,30,247,0,39
6,2,1,0,0,45
40,1,2,0,1,145
172,3,2,354,1,149
6,0,1,359,0,100
6,11,1,260,0,65
21,0,1,0,0,40
81,1,1,89,0,300
6,16,30,318,1,85
162,43,1,59,0,40
0,108,1,23,0,45
12,0,1,0,0,75
59,14,1,347,0,45
49,2,2,365,0,100
19,10,2,0,0,150
12,17,2,0,1,285
21,157,1,61,0,44
15,25,2,179,0,50
55,13,2,247,1,65
13,7,2,75,0,86
16,7,4,0,1,160
56,0,10,0,0,55
4,35,5,0,1,100
24,7,2,29,1,70
79,113,1,233,0,75
12,200,1,208,1,164
68,0,2,194,1,325
19,110,2,0,1,200
4,1,4,365,0,89
24,9,2,10,1,120
28,0,6,0,1,200
8,225,1,262,2,70
20,0,1,83,0,85
26,1,1,0,1,67
71,0,30,116,1,140
1,5,2,217,0,191
20,5,3,43,1,450
43,6,2,0,1,200
2,4,1,179,0,80
7,213,3,281,0,110
162,3,1,332,2,24
33,50,1,365,1,250
79,6,1,0,1,90
14,1,30,280,1,303
29,7,5,0,1,125
2,2,4,0,1,165
30,8,21,38,0,55
68,4,1,365,0,250
19,49,3,365,1,299
45,0,1,0,0,30
21,115,1,64,1,55
46,5,1,155,0,55
12,7,2,0,0,99
23,57,2,279,1,395
19,17,10,23,0,108
70,15,2,179,1,75
44,6,1,158,0,48
4,2,1,0,1,89
30,16,2,216,0,60
12,2,4,1,1,150
1,49,1,14,0,50
15,0,10,6,1,88
44,0,2,0,0,55
52,3,2,0,1,300
69,31,2,312,1,142
4,25,2,161,0,83
44,62,1,0,0,32
12,74,2,31,1,215
42,14,3,42,0,22
24,44,1,0,1,139
19,11,2,0,0,100
29,5,1,0,1,75
6,107,2,81,1,130
56,0,1,0,0,119
4,2,5,6,0,55
14,1,3,364,0,150
7,3,3,5,0,95
22,9,2,0,1,95
26,1,30,332,1,150
12,1,10,0,1,150
6,48,3,0,1,100
25,0,30,159,1,135
44,5,3,0,1,125
15,7,4,174,0,25
6,112,2,258,1,109
19,0,6,0,1,500
6,0,14,0,0,50
56,0,5,0,0,75
8,0,1,0,1,399
81,4,7,21,0,45
7,29,1,0,1,200
13,0,2,0,0,75
15,23,21,0,1,150
101,9,30,0,1,325
21,29,3,63,0,59
68,2,30,0,1,250
34,34,6,1,1,400
7,2,3,0,1,137
71,4,28,331,1,150
9,11,1,175,0,108
15,20,2,89,0,130
16,1,1,0,1,120
106,150,2,268,1,89
121,0,1,21,1,126
20,0,13,0,0,100
39,26,3,1,0,55
6,0,4,0,0,40
6,64,3,296,1,102
11,2,2,348,0,88
6,8,1,134,1,139
33,91,4,3,1,147
19,5,1,233,1,250
21,3,1,0,0,60
23,2,1,0,0,80
76,15,2,236,0,70
7,2,1,362,2,75
28,2,1,0,0,99
61,4,1,88,0,70
34,0,3,0,1,265
30,3,2,35,1,150
28,41,2,247,1,175
37,1,3,0,1,90
14,1,1,0,0,175
111,162,1,60,0,53
18,7,1,1,1,71
56,94,3,1,1,99
6,5,3,220,0,45
8,25,3,0,1,199
6,5,3,83,0,90
7,2,1,81,1,200
3,6,30,266,1,200
2,0,5,363,2,80
19,3,3,25,1,220
18,1,7,0,0,50
21,2,3,0,0,43
15,0,6,101,1,97
14,2,1,365,0,199
7,2,3,341,1,280
68,34,2,12,1,125
28,1,30,50,1,100
6,4,2,326,1,175
12,29,2,34,0,80
73,1,1,365,1,2000
8,1,1,0,0,114
39,13,3,167,0,65
6,4,1,349,0,50
68,0,1,0,1,200
19,8,2,0,0,90
6,20,2,0,0,75
15,213,1,52,0,75
56,2,5,0,1,150
6,1,2,0,1,350
4,2,4,0,0,40
6,14,1,85,1,90
21,0,7,124,1,350
8,76,1,239,1,300
124,102,1,354,0,50
44,27,3,107,1,100
13,0,6,26,0,135
6,42,1,133,1,165
4,13,1,86,1,124
0,7,4,0,0,65
21,0,7,0,0,41
21,99,31,295,1,116
80,40,3,280,1,80
54,22,1,162,0,80
8,6,30,15,1,85
49,0,28,88,1,250
6,52,3,0,0,90
21,2,3,15,1,180
6,0,2,89,1,205
12,46,2,14,1,175
79,0,1,0,1,140
4,0,30,341,1,180
21,4,3,26,1,100
7,0,2,0,1,200
54,0,2,88,2,45
39,55,2,118,0,60
12,2,4,0,0,50
6,127,2,113,1,105
6,52,4,1,0,53
12,0,5,0,0,160
2,0,1,0,0,79
30,2,6,3,0,55
6,24,3,115,1,183
54,23,1,0,1,70
24,7,2,111,0,75
15,14,2,298,1,120
6,39,4,338,0,60
2,23,4,5,1,133
54,23,30,221,1,109
45,0,1,0,0,50
15,0,14,61,0,55
23,0,1,0,0,95
20,0,2,0,0,70
3,4,3,0,1,140
83,15,1,365,2,26
9,1,3,0,0,58
19,25,3,148,1,478
50,33,2,346,1,375
162,83,2,320,1,79
7,1,1,0,0,200
8,14,3,0,1,127
79,4,3,0,0,80
68,3,1,312,1,250
12,71,1,73,0,62
103,510,1,341,0,48
39,0,30,1,0,35
2,7,5,0,1,99
20,0,1,0,0,150
28,13,7,0,1,75
6,7,3,13,0,40
21,0,1,0,0,60
70,16,30,365,1,150
22,24,2,0,0,90
38,6,2,0,0,80
7,0,1,32,1,560
68,2,4,0,1,400
30,0,5,83,1,180
71,0,1,341,0,100
7,1,30,0,1,199
43,9,2,47,1,220
20,8,1,0,1,50
13,10,10,350,1,225
12,11,5,0,0,80
10,0,7,0,1,300
7,17,2,7,1,239
44,0,5,0,0,75
71,0,1,0,0,150
12,0,20,363,0,60
128,0,1,0,1,50
6,20,4,14,1,95
6,2,2,0,1,139
16,58,7,333,0,65
30,3,3,0,0,48
7,24,1,0,1,134
8,10,3,0,1,150
7,0,3,7,0,98
24,96,2,0,1,99
83,6,2,66,0,45
2,4,14,66,0,75
6,2,1,342,2,60
82,23,1,204,0,65
24,6,4,337,1,175
63,1,2,365,0,150
12,181,2,52,0,80
28,10,3,0,1,10
3,9,3,6,0,60
30,53,2,0,0,75
21,19,2,2,1,190
19,4,2,0,1,279
28,0,31,358,1,3600
1,35,1,35,1,125
22,22,2,2,1,97
12,2,2,0,0,85
45,0,30,328,0,70
21,53,3,243,1,55
6,0,28,74,1,85
90,8,1,329,1,100
52,103,5,350,0,295
30,3,5,0,1,95
20,1,2,0,1,200
21,1,7,0,1,70
79,25,2,355,1,259
22,31,1,51,0,70
25,25,1,69,0,84
6,15,3,66,0,55
6,210,1,189,0,50
83,0,2,85,0,110
23,230,2,166,1,249
45,0,2,0,1,180
152,5,1,364,0,50
21,1,1,0,0,35
27,13,2,0,2,195
64,1,3,0,0,100
10,123,2,282,1,162
15,49,7,81,0,58
57,3,2,179,0,46
57,10,3,156,0,40
6,12,1,39,0,50
36,2,2,0,1,115
27,0,3,6,1,500
80,63,2,110,0,50
34,46,1,342,0,139
4,6,1,0,0,85
8,2,2,0,1,140
86,1,4,335,1,625
14,0,4,34,1,550
34,1,1,82,0,75
25,0,1,0,0,60
63,15,1,178,0,78
16,0,3,0,1,175
6,0,1,0,0,66
19,2,2,28,1,260
23,1,1,0,1,226
7,1,4,0,1,107
16,5,1,8,1,120
8,2,3,0,1,129
56,16,2,313,0,62
29,12,3,0,1,150
3,0,14,0,1,83
2,190,1,178,0,85
7,0,1,0,1,305
152,29,1,347,0,50
3,64,2,15,1,100
22,8,1,0,2,25
14,0,1,0,0,100
19,7,30,331,1,195
54,56,2,85,1,120
2,82,4,46,1,150
28,3,5,135,1,399
54,183,1,120,1,85
23,2,10,0,1,95
8,0,9,0,1,125
2,111,1,238,1,105
6,1,2,6,1,200
24,1,30,0,0,30
103,15,1,89,0,60
2,56,1,74,0,79
103,417,1,338,0,48
23,322,1,84,0,69
33,8,2,196,1,150
16,1,8,0,1,65
21,3,5,0,0,32
2,3,2,6,1,95
30,1,1,0,2,41
12,30,3,42,0,60
127,0,30,85,0,25
10,18,150,0,1,125
46,24,1,347,1,485
28,3,3,0,1,75
19,125,30,304,2,30
2,47,2,0,0,69
6,0,3,0,1,195
19,29,5,0,1,170
12,21,3,0,1,123
15,0,1,88,0,45
10,128,2,245,1,135
19,1,1,0,1,140
22,36,2,17,0,59
7,2,30,347,0,45
0,6,13,37,1,93
8,5,1,117,0,97
21,40,1,0,1,90
43,0,29,333,1,179
77,14,14,298,1,499
7,11,3,152,1,225
13,17,3,0,1,150
20,2,3,0,1,120
28,0,1,7,0,85
1,24,8,196,1,115
3,34,3,54,1,140
147,0,3,54,1,176
15,1,4,87,1,459
22,26,2,2,0,45
12,80,4,0,0,75
25,1,14,0,0,70
22,12,1,90,0,148
56,1,2,270,1,225
30,2,2,86,0,55
30,27,7,294,1,147
20,10,31,193,0,50
19,1,1,0,0,69
54,14,1,37,0,33
11,35,3,112,0,100
23,1,26,0,1,90
1,1,30,133,1,110
6,0,1,0,0,29
12,125,5,0,1,295
7,0,2,0,0,150
4,15,3,120,1,149
21,0,7,329,0,65
20,7,2,0,0,98
5,1,2,69,1,189
12,46,2,267,0,94
28,0,3,0,1,210
21,117,1,363,0,75
30,32,1,332,2,32
49,0,1,157,0,170
28,11,3,36,1,275
12,99,1,0,0,89
8,0,2,0,0,175
12,4,4,50,1,225
2,8,2,98,0,64
28,8,2,0,1,155
141,10,1,271,0,51
29,5,6,0,1,150
28,1,31,248,1,300
67,2,3,50,2,35
5,2,29,338,1,172
12,3,5,38,1,550
49,2,2,26,1,130
28,0,3,0,1,195
23,117,3,228,1,125
19,14,2,0,1,150
2,1,1,0,1,150
56,198,2,257,1,115
8,36,30,286,1,109
83,1,30,1,0,43
19,6,2,156,1,121
7,0,1,365,1,1000
1,1,30,0,0,48
12,45,2,268,1,200
43,1,30,324,1,285
6,1,5,0,0,65
21,0,1,88,1,172
8,15,3,25,1,225
56,18,2,89,0,70
12,1,3,0,1,100
59,0,6,0,0,45
182,1,2,0,0,99
2,12,7,38,1,70
7,2,3,8,1,290
12,0,2,0,0,65
6,13,2,0,0,70
15,4,30,61,1,70
2,0,3,88,0,85
6,78,3,312,1,195
39,4,2,0,1,110
4,38,3,272,1,300
23,177,14,221,1,133
11,2,10,0,1,350
31,0,30,215,0,60
19,5,4,0,1,180
54,2,3,189,0,60
39,5,14,0,1,95
20,176,2,14,1,100
11,0,1,75,0,125
5,59,3,248,1,210
117,1,15,0,0,40
6,6,7,1,1,159
6,1,2,0,0,45
7,0,5,0,1,115
8,1,30,365,1,95
2,0,1,0,0,55
6,21,1,82,0,60
37,55,2,342,0,55
189,17,5,305,1,85
69,75,2,172,0,47
20,28,3,11,1,94
3,0,2,0,0,100
23,0,14,0,1,135
28,13,2,0,1,230
4,38,3,0,1,264
6,1,4,0,0,45
85,17,2,352,1,130
5,2,2,358,2,43
2,2,2,0,1,98
28,2,3,0,0,70
79,48,2,2,1,73
22,25,2,0,0,75
3,1,3,189,0,45
23,77,1,0,0,85
24,83,1,0,1,130
111,25,2,129,0,75
28,2,3,0,1,110
17,1,4,0,1,150
7,1,30,350,1,200
30,3,1,0,0,45
6,1,14,0,1,120
106,0,1,148,2,37
183,61,2,171,0,38
6,28,4,130,1,179
20,46,4,121,1,250
111,0,1,365,2,35
6,63,1,47,0,63
56,3,5,90,0,70
56,196,1,316,1,96
45,3,14,164,0,55
6,29,1,162,1,600
19,16,4,17,1,89
1,14,1,139,1,260
28,17,30,196,1,275
4,1,2,0,0,60
6,5,5,280,1,300
12,1,3,0,1,110
68,6,90,0,1,220
17,0,4,87,1,450
15,0,1,300,1,67
71,12,4,26,1,400
19,2,1,0,0,120
166,9,1,35,0,65
56,1,3,0,1,100
12,21,1,0,1,120
90,2,12,0,2,30
72,2,3,253,1,75
7,0,1,334,1,300
43,2,29,334,1,197
21,2,2,0,0,45
36,1,30,12,1,124
83,52,1,0,0,70
15,2,14,0,0,31
19,1,1,0,0,65
15,8,1,0,0,88
1,1,1,0,1,400
28,28,2,0,1,150
6,42,30,139,1,103
28,1,30,236,0,70
4,2,2,8,1,100
1,1,3,0,1,250
175,3,1,179,0,79
7,4,1,149,0,150
7,0,30,331,1,125
15,2,1,0,1,75
12,1,2,308,1,270
44,1,28,365,1,80
7,203,3,271,1,200
51,1,1,0,0,80
7,0,1,0,0,139
12,3,2,0,1,100
9,31,4,7,1,125
28,1,2,9,1,190
29,3,3,0,0,66
21,0,30,196,0,34
14,3,2,365,1,300
54,4,2,360,0,100
55,15,3,166,1,120
33,4,1,0,1,74
43,1,29,299,1,232
6,1,2,0,0,85
4,9,1,365,0,79
21,4,10,349,0,65
7,44,3,48,1,250
26,36,30,256,1,650
12,204,4,22,1,95
43,0,29,282,1,219
21,7,4,54,1,175
11,3,3,328,1,250
103,0,2,176,0,65
27,3,1,0,0,89
1,3,7,4,1,106
12,10,2,214,1,300
15,101,4,170,0,55
8,7,2,0,1,85
172,21,1,287,0,27
19,1,6,0,1,120
5,1,1,0,0,200
79,5,3,3,1,150
25,16,7,62,1,90
21,4,1,0,0,43
8,0,30,329,1,275
7,5,1,311,1,250
30,0,7,0,0,31
167,0,1,0,0,150
6,0,7,72,0,99
7,12,2,110,1,199
56,9,1,162,1,130
7,8,5,179,0,98
59,2,2,86,0,69
157,0,5,365,0,65
123,124,2,275,1,115
103,8,2,10,0,40
6,9,14,0,0,49
6,11,2,282,0,65
4,1,14,55,0,60
8,2,7,0,0,76
28,63,5,235,1,155
7,75,14,34,1,155
20,199,4,246,0,94
81,0,1,15,0,30
28,0,3,0,1,150
12,52,3,342,1,150
6,92,3,4,1,100
39,51,1,140,2,30
84,0,30,98,0,85
3,6,30,231,0,95
21,11,4,8,1,150
12,47,30,298,1,200
56,4,2,8,0,75
21,39,2,76,0,65
4,66,1,126,0,59
43,0,4,79,1,225
7,5,1,0,0,70
15,26,1,330,0,60
12,57,2,59,1,225
22,0,3,0,1,95
124,15,2,360,1,249
85,58,3,358,0,50
81,11,1,0,0,74
26,7,3,0,0,99
2,0,2,180,0,160
15,62,2,57,0,55
27,94,4,329,1,500
45,0,3,40,1,103
68,10,6,43,1,165
56,7,1,25,0,62
15,37,2,325,0,85
17,3,10,23,1,150
19,1,2,0,1,199
1,0,1,341,1,165
117,1,2,55,1,125
45,81,3,282,1,150
17,0,7,0,1,250
0,3,4,0,1,115
20,107,3,277,1,150
2,60,3,278,1,165
19,34,3,80,1,450
54,1,1,179,0,80
1,4,7,0,0,120
52,203,2,300,1,150
69,40,4,0,0,63
20,2,30,358,1,149
6,0,15,0,0,65
2,4,1,365,0,100
23,7,4,3,1,127
6,73,3,329,1,200
7,7,3,5,1,235
28,1,30,336,1,115
12,1,7,0,0,69
12,5,2,157,1,90
33,13,2,0,1,189
1,11,2,22,1,250
18,0,4,0,0,50
21,0,15,0,0,70
28,5,30,283,1,125
8,14,2,0,1,228
12,21,1,0,1,129
54,0,1,365,0,99
1,2,30,132,1,99
8,231,3,38,0,89
25,11,1,7,0,55
152,36,2,357,0,44
4,32,30,112,1,280
20,35,5,1,0,52
8,44,30,188,0,167
143,84,1,157,0,45
6,2,3,0,1,125
23,1,1,0,0,70
90,5,1,361,0,80
12,4,3,254,1,203
6,63,1,18,0,29
12,18,2,0,1,140
21,3,3,27,0,70
23,119,4,29,1,140
20,1,1,0,2,185
19,38,3,357,0,150
30,8,3,2,0,60
21,42,3,92,1,135
79,47,3,299,0,85
12,36,2,52,0,60
23,28,2,255,0,125
4,130,2,267,1,177
79,2,7,0,1,180
7,0,29,302,1,180
20,0,4,0,1,109
14,4,1,1,0,150
43,2,5,365,0,210
56,1,2,87,0,80
21,17,2,349,0,65
12,5,5,101,1,188
6,3,1,0,1,110
72,1,30,358,1,90
12,23,2,0,1,210
111,7,1,0,0,45
6,23,2,91,0,71
16,2,4,0,1,325
162,16,1,365,2,45
18,0,3,0,1,120
6,5,2,0,1,90
192,2,1,330,0,69
6,0,2,171,1,160
8,108,5,156,1,390
23,104,3,205,1,329
19,32,2,139,1,398
165,0,3,308,0,40
67,20,3,324,0,39
39,0,30,216,0,43
8,1,3,3,0,80
71,0,29,333,1,220
70,15,2,0,1,120
21,1,30,203,0,50
5,0,30,115,1,179
11,111,2,92,0,105
43,1,1,0,0,150
10,5,1,0,0,112
22,0,2,0,0,70
22,1,1,0,0,30
15,0,30,173,1,400
24,6,2,0,1,100
210,1,3,88,2,32
21,3,3,355,1,300
2,6,1,74,0,59
2,53,28,310,1,376
83,1,3,155,0,50
21,2,1,0,0,75
12,324,3,107,1,325
6,84,30,284,0,40
12,130,2,69,1,160
2,33,3,192,1,165
19,0,1,0,0,89
56,0,1,0,1,70
12,9,2,0,1,149
6,0,1,45,0,110
14,25,2,221,1,299
7,4,30,9,1,190
8,0,31,83,0,139
30,0,7,0,0,29
12,1,1,0,1,300
28,1,2,0,0,90
4,7,5,80,0,65
90,1,9,0,2,18
6,13,4,13,1,120
9,2,3,215,1,202
12,0,14,0,0,65
46,392,1,71,0,53
2,0,4,0,0,69
22,22,1,89,0,180
12,4,87,173,0,60
173,0,3,36,0,45
19,3,2,0,1,200
60,28,2,296,0,99
32,24,3,2,1,100
106,10,2,67,0,100
129,4,5,0,1,170
8,181,1,175,1,105
19,21,5,224,1,190
26,18,5,248,1,199
7,9,3,0,1,200
24,71,2,170,0,65
19,17,6,0,1,155
152,212,1,297,1,60
113,1,10,0,0,70
44,0,30,323,0,47
6,7,28,226,1,122
28,10,30,331,1,300
28,0,3,0,1,135
15,2,3,88,1,70
12,6,6,3,0,100
15,110,2,271,1,99
20,0,2,12,1,220
21,2,2,0,0,55
6,23,1,238,1,139
26,19,3,365,1,339
6,0,1,0,1,65
30,112,3,144,0,80
6,106,3,52,1,100
23,285,1,7,0,83
84,22,2,282,1,125
4,14,1,353,1,150
9,43,2,0,1,140
19,29,2,361,1,199
